,question_ID,full_question_ID,question,applies_to,Variables,Original scale,list_answer_options,list_answer_no_refusal,len_answer_options,odd_answer_options,list_answer_no_middle
151,Q120,Q120,"Risk to be held accountable for giving or receiving a bribe How high is the risk in this country to be held accountable for giving or receiving a bribe, gift or favour in return for public service? To indicate your opinion, use a ofpoint scale whereameansno risk at allanda ameansvery high risk",Q120,Accountability risk,1=No risk at all 2 3 4 5 6 7 8 9 10=Very high risk,"['1=No risk at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very high risk', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=No risk at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very high risk']",10,False,"['1=No risk at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very high risk']"
152,Q121,Q121,Impact of immigrants on the development of the country Now we would like to know your opinion about the people from other countries who come to live in this countrythe immigrants. How would you evaluate the impact of these people on the development of this country? ,Q121,Impact of migration on the country,"5=Very good 4=Quite good 3=Neither good, nor bad 2=Quite bad 1=Very bad","['5=Very good ', '4=Quite good ', '3=Neither good, nor bad ', '2=Quite bad ', '1=Very bad', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['5=Very good ', '4=Quite good ', '2=Quite bad ', '1=Very bad']",5,True,"['5=Very good ', '4=Quite good ', '2=Quite bad ', '1=Very bad']"
153,Q122,Q122,"Immigration in your country: Fills useful jobs in the workforce From your point of view, what have been the effects of immigrants on the development of this country? Fill useful jobs in the workforce",Q122,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
154,Q123,Q123,"Immigration in your country: Strengthens cultural diversity From your point of view, what have been the effects of immigrants on the development of this country? Strengthen cultural diversity",Q123,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
155,Q124,Q124,"Immigration in your country: Increases the crime rate From your point of view, what have been the effects of immigrants on the development of this country? Increase the crime rate",Q124,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
156,Q125,Q125,"Immigration in your country: Gives asylum to political refugees From your point of view, what have been the effects of immigrants on the development of this country? Give asylum to political refugees",Q125,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
157,Q126,Q126,"Immigration in your country: Increases the risks of terrorism From your point of view, what have been the effects of immigrants on the development of this country? Increase the risks of terrorism",Q126,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
158,Q127,Q127,"Immigration in your country: Helps poor people establish new lives From your point of view, what have been the effects of immigrants on the development of this country? Help poor people establish new lives",Q127,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
159,Q128,Q128,"Immigration in your country: Increases unemployment From your point of view, what have been the effects of immigrants on the development of this country? Increase unemployment",Q128,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
160,Q129,Q129,"Immigration in your country: Leads to social conflict From your point of view, what have been the effects of immigrants on the development of this country? Lead to social conflict",Q129,Effects of immigration,2=Agree 1=Hard to say 0=Disagree,"['2=Agree ', '1=Hard to say ', '0=Disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['2=Agree ', '1=Hard to say ', '0=Disagree']",3,True,"['2=Agree ', '1=Hard to say ', '0=Disagree']"
161,Q130,Q130,Immigration policy preference How about people from other countries coming here to work. Which one of the following do you think the government should do? ,Q130,Migration policy/ acceptance of migrants,1=Let anyone come who wants to 2=Let people come as long as there are jobs available 3=Place strict limits on the number of foreigners who can come here 4=Prohibit people coming here from other countries,"['1=Let anyone come who wants to ', '2=Let people come as long as there are jobs available ', '3=Place strict limits on the number of foreigners who can come here ', '4=Prohibit people coming here from other countries', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Let anyone come who wants to ', '2=Let people come as long as there are jobs available ', '3=Place strict limits on the number of foreigners who can come here ', '4=Prohibit people coming here from other countries']",4,False,"['1=Let anyone come who wants to ', '2=Let people come as long as there are jobs available ', '3=Place strict limits on the number of foreigners who can come here ', '4=Prohibit people coming here from other countries']"
162,Q131,Q131,Secure in neighbourhood Could you tell me how secure do you feel these days in your neighbourhood? ,Q131,Subjective security,1=Very secure 2=Quite secure 3=Not very secure 4=Not at all secure,"['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure']",4,False,"['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure']"
163,Q132,Q132,Frequency in your neighbourhood: Robberies How frequently do the following things occur in your neighbourhood? Robberies,Q132,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
164,Q133,Q133,Frequency in your neighbourhood: Alcohol consumed in the streets How frequently do the following things occur in your neighbourhood? Alcohol consumed in the streets,Q133,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
165,Q134,Q134,Frequency in your neighbourhood: Police or military interfere with peoplea private life How frequently do the following things occur in your neighbourhood? Police or military interfere with peoplea private life,Q134,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
166,Q135,Q135,Frequency in your neighbourhood: Racist behavior How frequently do the following things occur in your neighbourhood? Racist behavior,Q135,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
167,Q136,Q136,Frequency in your neighbourhood: Drug sale in streets How frequently do the following things occur in your neighbourhood? Drug sale in streets,Q136,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
168,Q137,Q137,Frequency in your neighbourhood: Street violence and fights How frequently do the following things occur in your neighbourhood? Street violence and fights,Q137,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
169,Q138,Q138,Frequency in your neighbourhood: Sexual harassment How frequently do the following things occur in your neighbourhood? Sexual harassment,Q138,How frequently this occurs in your neighbourhood,1=Very frequently 2=Quite frequently 3=Not frequently 4=Not at all frequently,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']",4,False,"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently']"
170,Q139,Q139,Things done for reasons of security: Didto carry much money Which of the following things have you done for reasons of security? Didto carry much money,Q139,What have you done for security reasons,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
171,Q140,Q140,Things done for reasons of security: Preferred not to go out at night Which of the following things have you done for reasons of security? Preferred not to go out at night,Q140,What have you done for security reasons,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
172,Q141,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon Which of the following things have you done for reasons of security? Carried a knife, gun or other weapon",Q141,What have you done for security reasons,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
173,Q142,Q142,Worries: Losing my job or not finding a job To what degree are you worried about the following situations? Losing my job or not finding a job,Q142,Being worried about risks,1=Very much 2=A good deal 3=Not much 4=Not at all,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']",4,False,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']"
174,Q143,Q143,Worries: Not being able to give onea children a good education To what degree are you worried about the following situations? Not being able to give onea children a good education,Q143,Being worried about risks,1=Very much 2=A good deal 3=Not much 4=Not at all,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']",4,False,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']"
175,Q144,Q144,Respondent was victim of a crime during the past year Have you been the victim of a crime during the past year? ,Q144,Victim of a crime,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
176,Q145,Q145,Respondenta family was victim of a crime during la st year And what about your immediate familyhas someone in your family been the victim of a crime during the last year? ,Q145,Victim of a crime,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
177,Q146,Q146,Worries: A war involving my country To what degree are you worried about the following situations? A war involving my country,Q146,Being worried about war or terrorist attack,1=Very much 2=A good deal 3=Not much 4=Not at all,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']",4,False,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']"
178,Q147,Q147,Worries: A terrorist attack To what degree are you worried about the following situations? A terrorist attack,Q147,Being worried about war or terrorist attack,1=Very much 2=A good deal 3=Not much 4=Not at all,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']",4,False,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']"
179,Q148,Q148,Worries: A civil war To what degree are you worried about the following situations? A civil war,Q148,Being worried about war or terrorist attack,1=Very much 2=A good deal 3=Not much 4=Not at all,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']",4,False,"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all']"
180,Q149,Q149,"Freedom and EqualityWhich more important Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important? ",Q149,Freedom vs equality,1. Freedom 2. Equality,"['1. Freedom ', '2. Equality', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1. Freedom ', '2. Equality']",2,False,"['1. Freedom ', '2. Equality']"
181,Q150,Q150,"Freedom and securityWhich more important Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important? ",Q150,Freedom vs security,1. Freedom 2. Security,"['1. Freedom ', '2. Security', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1. Freedom ', '2. Security']",2,False,"['1. Freedom ', '2. Security']"
182,Q151,Q151,"Willingness to fight for country Of course, we all hope that there will not be another war, but if it were to come to that, would you be willing to fight for your country? ",Q151,Wiliness to fight in war,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
183,Q152,Q152,Aims of country: first choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the most important? ,Q152,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
184,Q153,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important? ,Q153,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
185,Q154,Q154,"Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important? ",Q154,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
186,Q155,Q155,Aims of respondent: second choice And which would be the next most important? ,Q155,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
187,Q156,Q156,"Most important: first choice Here is another list. In your opinion, which one of these is most important? ",Q156,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
188,Q157,Q157,"Most important: second choice Here is another list. In your opinion, which one of these is most important? And what would be the next most important? ",Q157,Postmaterialism index,"3 batteries, 4 options in each","['3 batteries, ', '4 options in each', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['3 batteries, ', '4 options in each']",2,False,"['3 batteries, ', '4 options in each']"
189,Q158,Q158,"Science and technology are making our lives healthier, easier, and more comfortable Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeScience and technology are making our lives healthier, easier, and more comfortable",Q158,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
190,Q159,Q159,"Because of science and technology, there will be more opportunities for the next generation Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeBecause of science and technology, there will be more opportunities for the next generation",Q159,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
191,Q160,Q160,"We depend too much on science and not enough on faith Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeWe depend too much on science and not enough on faith",Q160,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
192,Q161,Q161,"One of the bad effects of science is that it breaks down peoplea ideas of right and wrong Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeOne of the bad effects of science is that it breaks down peoplea ideas of right and wrong",Q161,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
193,Q162,Q162,"It is not important for me to know about science in my daily life Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeIt is not important for me to know about science in my daily life",Q162,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
194,Q163,Q163,"The world is better off, or worse off, because of science and technology All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: ",Q163,Science and technology,1=Completely disagree 2 3 4 5 6 7 8 9 10=Completely agree,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']",10,False,"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree']"
195,Q164,Q164,Importance of God How important is God in your lifePlease use this scale to indicate. of meansvery importantand a meansnot at all important,Q164,Importance of God,1=Not important at all 2 3 4 5 6 7 8 9 10=Very important,"['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important']",10,False,"['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important']"
196,Q165,Q165,"Believe in: God In which of the following things do you believe, if you believe in any? God",Q165,Believe in God,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
197,Q166,Q166,"Believe in: life after death In which of the following things do you believe, if you believe in any? Life after death",Q166,Believe in God,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
198,Q167,Q167,"Believe in: hell In which of the following things do you believe, if you believe in any? Hell",Q167,Believe in God,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
199,Q168,Q168,"Believe in: heaven In which of the following things do you believe, if you believe in any? Heaven",Q168,Believe in God,1=Yes 2=No,"['1=Yes ', '2=No', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Yes ', '2=No']",2,False,"['1=Yes ', '2=No']"
200,Q169,Q169,"Whenever science and religion conflict, religion is always right Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Q169,Religion and science,1=Strongly agree 2=Agree 3=Disagree 4=Strongly disagree,"['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree']",4,False,"['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree']"
201,Q170,Q170,"The only acceptable religion is my religion Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion",Q170,Religion and science,1=Strongly agree 2=Agree 3=Disagree 4=Strongly disagree,"['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree']",4,False,"['1=Strongly agree ', '2=Agree ', '3=Disagree ', '4=Strongly disagree']"
202,Q171,Q171,"How often do you attend religious services Apart from weddings, funerals and christenings, about how often do you attend religious services these days? ",Q171,"Religious practice, praying","1=More than once a week 2=Once a week 3=Once a month 4=Only on special holy days 5=Once a year 6=Less often 7=Never, practically never","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']",7,True,"['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']"
203,Q172,Q172,"How often to you pray Apart from weddings and funerals, about how often do you pray? ",Q172,"Religious practice, praying","1=More than once a week 2=Once a week 3=Once a month 4=Only on special holy days 5=Once a year 6=Less often 7=Never, practically never","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']",7,True,"['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']"
204,Q172,Q172,,Q172,"Religious practice, praying","1=More than once a week 2=Once a week 3=Once a month 4=Only on special holy days 5=Once a year 6=Less often 7=Never, practically never","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']",7,True,"['1=More than once a week ', '2=Once a week ', '3=Once a month ', '4=Only on special holy days ', '5=Once a year ', '6=Less often ', '7=Never, practically never']"
205,Q173,Q173,"Religious person Independently of whether you go to church or not, would you say you are",Q173,Religiosity,1=Religious person 2=Not religious 3=Atheist,"['1=Religious person ', '2=Not religious ', '3=Atheist', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Religious person ', '2=Not religious ', '3=Atheist']",3,True,"['1=Religious person ', '2=Not religious ', '3=Atheist']"
